employee_id,employee_name,department_id,job_title,hire_date,employment_level,location,employment_type
641,Pranav Kulkarni,9,Senior Research Analyst,2024-06-11,Senior,Delhi NCR,Full-Time
642,Radhika Saxena,3,Finance Executive,2024-06-20,Junior,Remote,Contract
643,Vedant Gokhale,1,HR Analyst,2021-11-23,Mid,Remote,Full-Time
644,Aarav Sharma,7,Business Development Executive,2023-02-28,Mid,Nagpur,Contract
645,Harsh Kulkarni,2,Training Analyst,2022-01-21,Mid,Hyderabad,Full-Time
646,Chetan Pawar,5,Cloud Engineer,2024-11-16,Junior,Hyderabad,Full-Time
647,Meera Gupta,7,Account Manager,2022-03-05,Mid,Bengaluru,Contract
648,Aniket Thakur,2,Training Analyst,2024-06-16,Mid,Hyderabad,Contract
649,Rutuja Singh,5,Cloud Engineer,2022-04-10,Mid,Pune,Full-Time
650,Sneha Bhosale,5,Cybersecurity Analyst,2019-07-05,Lead,Chennai,Full-Time
651,Akash Khan,4,Content Strategist,2024-04-21,Senior,Bengaluru,Full-Time
652,Sneha Nair,3,Finance Executive,2020-11-07,Senior,Chennai,Full-Time
653,Harsh Verma,5,Software Engineer,2024-04-14,Mid,Nagpur,Full-Time
654,Deepa Mishra,4,Digital Marketing Executive,2025-08-15,Mid,Delhi NCR,Full-Time
655,Rutuja Jain,4,Marketing Analyst,2023-09-22,Mid,Nagpur,Contract
656,Bhavna Yadav,4,Content Strategist,2025-01-31,Mid,Nagpur,Contract
657,Karan Deshmukh,6,Quality Analyst,2018-10-20,Mid,Chennai,Full-Time
658,Isha Mane,7,Account Manager,2024-10-15,Junior,Chennai,Contract
659,Chetan Sethi,6,Operations Analyst,2023-01-19,Mid,Bengaluru,Full-Time
660,Ananya Joshi,7,Business Development Executive,2026-05-05,Junior,Nagpur,Full-Time
661,Aditi Gokhale,1,HR Business Partner,2023-04-23,Mid,Mumbai,Full-Time
662,Kunal Rao,3,Accounts Analyst,2019-09-29,Mid,Hyderabad,Full-Time
663,Bhavna Sharma,5,Software Engineer,2019-06-02,Mid,Chennai,Full-Time
664,Rahul Jadhav,9,Insights Analyst,2023-03-29,Senior,Remote,Full-Time
665,Sakshi Kapoor,10,Analytics Consultant,2025-10-28,Junior,Nagpur,Contract
666,Kavya Pawar,7,Business Development Executive,2023-12-27,Mid,Mumbai,Full-Time
667,Janhavi Sharma,4,Marketing Analyst,2022-08-16,Mid,Bengaluru,Full-Time
668,Pranav Gokhale,4,Brand Analyst,2024-01-01,Junior,Delhi NCR,Full-Time
669,Aarav Chavan,8,Team Lead - Support,2021-04-14,Senior,Hyderabad,Full-Time
670,Bhavna Naik,9,Insights Analyst,2022-11-26,Mid,Nagpur,Full-Time
671,Radhika Gokhale,3,FP&A Analyst,2022-09-26,Mid,Delhi NCR,Contract
672,Aman Kulkarni,8,Customer Success Associate,2022-08-19,Mid,Delhi NCR,Full-Time
673,Yash Kapoor,7,Account Manager,2024-12-05,Junior,Hyderabad,Full-Time
674,Aditi Kulkarni,1,HR Coordinator,2018-07-23,Lead,Mumbai,Full-Time
675,Aarav Deshmukh,3,Financial Analyst,2026-01-08,Junior,Bengaluru,Full-Time
676,Pranav Verma,5,Cloud Engineer,2021-11-01,Mid,Pune,Full-Time
677,Akash Gupta,1,HR Business Partner,2026-06-02,Mid,Mumbai,Contract
678,Harsh Bajaj,5,Cybersecurity Analyst,2020-02-27,Lead,Nagpur,Full-Time
679,Anushka Jain,2,L&D Specialist,2026-01-06,Junior,Pune,Full-Time
680,Dev Pawar,5,Cloud Engineer,2019-01-20,Senior,Delhi NCR,Full-Time
681,Riya Bhosale,2,L&D Coordinator,2026-03-02,Junior,Delhi NCR,Full-Time
682,Akash Sethi,7,Regional Sales Manager,2020-03-24,Senior,Hyderabad,Full-Time
683,Bhavna Saxena,3,FP&A Analyst,2022-11-14,Mid,Mumbai,Full-Time
684,Sakshi Saxena,8,Customer Experience Analyst,2018-02-06,Lead,Remote,Contract
685,Pranav Mehta,2,Training Analyst,2019-01-02,Mid,Pune,Full-Time
686,Aniket Singh,4,Brand Analyst,2019-09-23,Senior,Hyderabad,Full-Time
687,Neha Thakur,10,BI Analyst,2025-03-25,Mid,Pune,Full-Time
688,Aditya Pawar,4,Marketing Manager,2019-07-06,Senior,Remote,Contract
689,Rohan Kulkarni,4,Content Strategist,2025-10-26,Junior,Chennai,Full-Time
690,Riya Kulkarni,4,Marketing Analyst,2024-09-18,Mid,Bengaluru,Full-Time
691,Nikhil Sharma,4,Marketing Manager,2020-12-14,Senior,Nagpur,Full-Time
692,Anushka Kapoor,9,Market Research Associate,2024-12-13,Mid,Chennai,Full-Time
693,Deepa Bhosale,7,Regional Sales Manager,2024-01-17,Senior,Remote,Contract
694,Tanvi Shah,2,Training Analyst,2021-03-05,Senior,Mumbai,Contract
695,Arjun Kulkarni,7,Regional Sales Manager,2018-06-29,Lead,Pune,Full-Time
696,Rohan Yadav,2,Instructional Designer,2020-02-24,Mid,Remote,Contract
697,Komal Deshmukh,7,Sales Executive,2024-08-14,Junior,Pune,Full-Time
698,Sneha Patil,7,Account Manager,2018-11-24,Senior,Nagpur,Full-Time
699,Isha Bhosale,8,Customer Experience Analyst,2018-08-27,Lead,Pune,Full-Time
700,Radhika Nair,8,Customer Experience Analyst,2018-11-16,Lead,Mumbai,Full-Time
701,Varun Deshmukh,6,Process Executive,2020-02-16,Mid,Nagpur,Full-Time
702,Nikhil Naik,8,Team Lead - Support,2024-06-19,Mid,Mumbai,Full-Time
703,Karan More,8,Customer Success Associate,2024-03-02,Mid,Remote,Full-Time
704,Kabir Sethi,9,Insights Analyst,2024-03-03,Senior,Nagpur,Full-Time
705,Rohan Chavan,8,Customer Success Associate,2021-08-17,Mid,Nagpur,Contract
706,Neha Jain,10,Analytics Consultant,2020-11-06,Senior,Pune,Full-Time
707,Arjun Mane,10,Reporting Analyst,2024-09-06,Junior,Pune,Full-Time
708,Aditi Gokhale,10,Senior Data Analyst,2020-05-29,Lead,Delhi NCR,Contract
709,Avni Nair,6,Quality Analyst,2024-05-26,Senior,Remote,Full-Time
710,Sakshi Deshmukh,2,Training Analyst,2020-12-21,Senior,Delhi NCR,Full-Time
711,Dev Thakur,1,HR Executive,2022-06-26,Mid,Chennai,Full-Time
712,Aniket Kapoor,2,Training Analyst,2025-09-25,Junior,Pune,Contract
713,Karan Verma,5,Cybersecurity Analyst,2018-08-18,Lead,Nagpur,Full-Time
714,Diya Thakur,10,Senior Data Analyst,2019-05-09,Lead,Pune,Full-Time
715,Rahul Mishra,1,HR Analyst,2023-11-18,Junior,Chennai,Contract
716,Mihir Khan,7,Account Manager,2019-09-20,Mid,Mumbai,Full-Time
717,Karan Mehta,5,Cloud Engineer,2022-06-04,Junior,Pune,Contract
718,Naina Gokhale,5,Cybersecurity Analyst,2018-12-15,Senior,Bengaluru,Full-Time
719,Tanvi Mishra,5,IT Support Specialist,2020-03-22,Senior,Hyderabad,Full-Time
720,Rohan Mehta,1,HR Executive,2022-10-28,Mid,Nagpur,Full-Time
721,Sameer Yadav,5,IT Support Specialist,2020-02-20,Senior,Delhi NCR,Full-Time
722,Neha Kapoor,10,BI Analyst,2024-11-29,Mid,Remote,Full-Time
723,Komal Singh,10,Data Analyst,2020-08-14,Mid,Mumbai,Full-Time
724,Ishaan Sharma,3,FP&A Analyst,2024-12-18,Mid,Mumbai,Full-Time
725,Rutuja Chavan,5,IT Support Specialist,2018-04-04,Senior,Hyderabad,Contract
726,Shreya Thakur,6,Quality Analyst,2020-11-25,Senior,Pune,Full-Time
727,Harsh Kulkarni,6,Operations Analyst,2025-06-10,Junior,Delhi NCR,Full-Time
728,Nikhil Yadav,8,Customer Support Executive,2024-12-06,Junior,Mumbai,Full-Time
729,Varun Verma,7,Sales Executive,2025-06-08,Mid,Pune,Full-Time
730,Kunal Bhosale,9,Research Analyst,2025-04-13,Junior,Chennai,Full-Time
731,Deepa Bhosale,9,Insights Analyst,2023-12-18,Junior,Pune,Full-Time
732,Pranav Khan,3,Accounts Analyst,2023-12-09,Mid,Pune,Full-Time
733,Gaurav Bhosale,7,Sales Analyst,2021-12-26,Mid,Pune,Full-Time
734,Isha Deshmukh,9,Senior Research Analyst,2018-05-01,Lead,Bengaluru,Full-Time
735,Mihir Khan,9,Market Research Associate,2025-05-14,Junior,Nagpur,Full-Time
736,Sameer Shah,6,Operations Manager,2022-10-13,Senior,Bengaluru,Full-Time
737,Deepa Sethi,7,Business Development Executive,2024-07-07,Junior,Delhi NCR,Contract
738,Anushka Singh,9,Senior Research Analyst,2022-10-28,Senior,Bengaluru,Full-Time
739,Anjali Kulkarni,1,HR Business Partner,2023-12-24,Senior,Bengaluru,Full-Time
740,Janhavi Jain,8,Customer Experience Analyst,2022-08-23,Senior,Delhi NCR,Full-Time
741,Aditi Gokhale,8,Support Analyst,2019-03-14,Mid,Hyderabad,Contract
742,Ananya Naik,3,Finance Executive,2025-09-16,Junior,Bengaluru,Contract
743,Komal Kulkarni,9,Insights Analyst,2023-04-05,Mid,Remote,Full-Time
744,Mohit Gokhale,2,L&D Coordinator,2020-03-02,Mid,Delhi NCR,Full-Time
745,Siddharth Joshi,3,Financial Analyst,2025-07-12,Mid,Bengaluru,Full-Time
746,Nikhil Mane,9,Market Research Associate,2023-06-30,Mid,Nagpur,Full-Time
747,Kunal Thakur,8,Support Analyst,2024-10-26,Junior,Nagpur,Contract
748,Radhika Yadav,10,Data Analyst,2024-05-31,Mid,Mumbai,Full-Time
749,Gaurav Bhosale,5,Cybersecurity Analyst,2018-06-23,Lead,Nagpur,Full-Time
750,Akash Joshi,6,Quality Analyst,2023-10-16,Mid,Remote,Full-Time
751,Naina Rao,9,Senior Research Analyst,2021-03-17,Senior,Pune,Contract
752,Neha Mehta,9,Senior Research Analyst,2023-03-14,Senior,Mumbai,Full-Time
753,Meera Iyer,8,Support Analyst,2025-10-22,Junior,Remote,Full-Time
754,Deepa Mane,2,Instructional Designer,2024-08-14,Mid,Mumbai,Full-Time
755,Bhavna Naik,4,Marketing Analyst,2025-04-10,Mid,Mumbai,Full-Time
756,Radhika Naik,7,Account Manager,2025-02-10,Junior,Bengaluru,Full-Time
757,Karan Mishra,6,Supply Chain Analyst,2018-06-29,Senior,Bengaluru,Full-Time
758,Akash Iyer,9,Insights Analyst,2020-01-03,Senior,Delhi NCR,Full-Time
759,Arjun Joshi,4,Marketing Analyst,2020-01-11,Mid,Delhi NCR,Full-Time
760,Aarav Kapoor,5,Cloud Engineer,2023-08-05,Mid,Hyderabad,Full-Time
761,Neha Mehta,6,Operations Analyst,2023-05-03,Mid,Hyderabad,Contract
762,Dev Patil,4,Digital Marketing Executive,2025-01-18,Junior,Bengaluru,Full-Time
763,Aditya More,7,Sales Analyst,2018-05-31,Mid,Chennai,Full-Time
764,Bhavna More,1,HR Business Partner,2022-09-04,Senior,Bengaluru,Full-Time
765,Ananya Gokhale,8,Team Lead - Support,2022-01-15,Senior,Chennai,Full-Time
766,Riya Mehta,9,Insights Analyst,2018-10-05,Senior,Remote,Full-Time
767,Mohit Bhosale,2,Training Analyst,2021-01-29,Senior,Hyderabad,Contract
768,Sneha Bhosale,1,HR Executive,2024-05-29,Mid,Remote,Contract
769,Sameer Sethi,10,Reporting Analyst,2025-12-05,Junior,Delhi NCR,Contract
770,Arjun Kapoor,6,Operations Manager,2024-12-27,Junior,Remote,Full-Time
771,Ishaan Joshi,8,Customer Support Executive,2024-11-01,Junior,Mumbai,Full-Time
772,Dev Saxena,5,Cybersecurity Analyst,2019-04-29,Senior,Nagpur,Full-Time
773,Sneha Joshi,1,HR Executive,2021-12-03,Mid,Hyderabad,Full-Time
774,Priya Chavan,3,Finance Executive,2018-10-05,Senior,Pune,Full-Time
775,Rohan Kapoor,7,Sales Executive,2021-10-30,Mid,Bengaluru,Full-Time
776,Pooja Jadhav,4,Brand Analyst,2021-10-16,Senior,Pune,Full-Time
777,Rahul Mane,5,IT Support Specialist,2025-01-13,Junior,Remote,Full-Time
778,Janhavi Mishra,10,Senior Data Analyst,2018-08-18,Lead,Chennai,Contract
779,Karan Saxena,6,Operations Manager,2020-05-03,Senior,Mumbai,Full-Time
780,Kunal Yadav,4,Marketing Manager,2018-05-08,Senior,Bengaluru,Contract
781,Siddharth Rao,6,Supply Chain Analyst,2020-02-07,Senior,Chennai,Full-Time
782,Gaurav Verma,4,Brand Analyst,2018-12-22,Senior,Delhi NCR,Full-Time
783,Aditya Gokhale,6,Process Executive,2019-12-18,Mid,Mumbai,Full-Time
784,Avni Joshi,6,Operations Manager,2023-05-31,Senior,Remote,Contract
785,Aniket Bajaj,4,Digital Marketing Executive,2021-09-02,Junior,Hyderabad,Full-Time
786,Anjali Sharma,5,IT Support Specialist,2026-01-02,Mid,Pune,Contract
787,Aditya Nair,9,Research Coordinator,2021-09-27,Mid,Pune,Contract
788,Kabir Joshi,8,Customer Success Associate,2025-03-01,Mid,Delhi NCR,Full-Time
789,Isha Singh,6,Process Executive,2022-12-12,Mid,Delhi NCR,Full-Time
790,Aniket Joshi,1,People Operations Specialist,2024-12-26,Junior,Chennai,Full-Time
791,Rohan Deshmukh,2,L&D Specialist,2025-11-25,Mid,Mumbai,Full-Time
792,Akash Singh,6,Operations Analyst,2021-10-19,Mid,Remote,Full-Time
793,Meera Kulkarni,2,Instructional Designer,2018-08-09,Mid,Chennai,Full-Time
794,Varun Saxena,4,Marketing Manager,2020-03-22,Senior,Mumbai,Full-Time
795,Yash Jain,6,Supply Chain Analyst,2019-01-16,Lead,Mumbai,Full-Time
796,Nikhil Pawar,4,Digital Marketing Executive,2025-03-24,Junior,Hyderabad,Full-Time
797,Komal Khan,9,Market Research Associate,2024-12-01,Junior,Chennai,Full-Time
798,Anjali Verma,5,Cloud Engineer,2018-05-04,Mid,Remote,Full-Time
799,Arjun Bhosale,4,Marketing Analyst,2021-11-28,Mid,Nagpur,Full-Time
800,Janhavi Chavan,4,Brand Analyst,2025-04-14,Junior,Nagpur,Contract
801,Bhavna Pawar,5,Cloud Engineer,2024-12-18,Junior,Mumbai,Full-Time
802,Naina Mishra,3,FP&A Analyst,2025-10-13,Junior,Hyderabad,Full-Time
803,Zoya Mishra,7,Account Manager,2018-11-16,Senior,Mumbai,Contract
804,Neha Kulkarni,6,Quality Analyst,2021-08-25,Mid,Nagpur,Full-Time
805,Anushka Bajaj,6,Operations Manager,2025-09-08,Mid,Chennai,Full-Time
806,Arjun Mane,7,Sales Executive,2018-09-09,Mid,Bengaluru,Full-Time
807,Rohan Jain,5,IT Support Specialist,2021-04-08,Senior,Hyderabad,Full-Time
808,Naina Naik,4,Content Strategist,2025-08-15,Junior,Mumbai,Contract
809,Arjun Sethi,1,People Operations Specialist,2023-09-22,Mid,Pune,Full-Time
810,Riya Bajaj,9,Research Coordinator,2018-08-06,Mid,Mumbai,Full-Time
811,Sakshi Khan,9,Senior Research Analyst,2020-08-21,Senior,Chennai,Full-Time
812,Varun Kulkarni,5,Cloud Engineer,2022-11-18,Mid,Bengaluru,Full-Time
813,Avni Rao,6,Supply Chain Analyst,2022-01-15,Senior,Bengaluru,Full-Time
814,Mihir Mane,1,HR Business Partner,2025-04-09,Junior,Nagpur,Full-Time
815,Nikhil Mane,1,HR Business Partner,2025-03-15,Mid,Bengaluru,Full-Time
816,Kunal Verma,6,Quality Analyst,2024-03-11,Senior,Bengaluru,Full-Time
817,Mihir Deshmukh,6,Quality Analyst,2024-06-25,Mid,Nagpur,Contract
818,Rohan Pawar,6,Supply Chain Analyst,2018-05-18,Lead,Chennai,Full-Time
819,Mihir Thakur,6,Quality Analyst,2025-09-29,Junior,Remote,Contract
820,Pooja Yadav,1,HR Executive,2024-11-03,Junior,Delhi NCR,Contract
821,Aarav Pawar,1,HR Business Partner,2021-11-08,Mid,Remote,Contract
822,Ishaan Rao,7,Business Development Executive,2022-09-21,Mid,Pune,Contract
823,Harsh Patil,8,Team Lead - Support,2026-02-25,Mid,Bengaluru,Contract
824,Shreya Sharma,1,HR Coordinator,2021-04-10,Lead,Delhi NCR,Full-Time
825,Isha Gupta,1,HR Analyst,2023-09-02,Junior,Delhi NCR,Full-Time
826,Sameer Kulkarni,9,Senior Research Analyst,2018-02-28,Senior,Bengaluru,Full-Time
827,Yash Deshmukh,5,Cloud Engineer,2019-12-20,Senior,Bengaluru,Contract
828,Avni Kapoor,9,Research Coordinator,2021-11-05,Senior,Remote,Full-Time
829,Mihir Yadav,8,Support Analyst,2020-09-01,Senior,Hyderabad,Contract
830,Harsh Gokhale,7,Sales Executive,2021-11-14,Junior,Pune,Full-Time
831,Rutuja Gokhale,5,Systems Analyst,2023-05-05,Mid,Nagpur,Full-Time
832,Naina Sharma,5,Cloud Engineer,2019-08-18,Senior,Remote,Full-Time
833,Aditya Nair,7,Sales Analyst,2023-12-12,Mid,Nagpur,Contract
834,Isha Saxena,10,Reporting Analyst,2021-01-21,Senior,Delhi NCR,Contract
835,Mihir More,5,Systems Analyst,2025-07-28,Junior,Chennai,Full-Time
836,Aman Sharma,4,Brand Analyst,2018-02-13,Senior,Mumbai,Contract
837,Mihir Rao,2,Training Analyst,2023-01-01,Mid,Hyderabad,Full-Time
838,Sameer More,1,HR Analyst,2019-01-12,Mid,Mumbai,Full-Time
839,Varun Gokhale,1,HR Analyst,2024-10-12,Junior,Mumbai,Full-Time
840,Aman Yadav,3,Finance Executive,2023-03-28,Mid,Delhi NCR,Full-Time
841,Kabir Gupta,7,Business Development Executive,2025-06-27,Mid,Mumbai,Full-Time
842,Akash Gupta,8,Support Analyst,2022-04-17,Mid,Bengaluru,Full-Time
843,Chetan Yadav,1,HR Business Partner,2020-04-01,Senior,Mumbai,Full-Time
844,Tanvi Nair,6,Operations Manager,2022-11-02,Mid,Delhi NCR,Full-Time
845,Harsh Gokhale,1,HR Business Partner,2018-10-16,Senior,Pune,Full-Time
846,Aditya More,2,Instructional Designer,2025-03-07,Junior,Delhi NCR,Full-Time
847,Priya Naik,7,Account Manager,2022-05-22,Mid,Remote,Full-Time
848,Aman Chavan,5,Systems Analyst,2026-02-28,Mid,Pune,Full-Time
849,Rahul Jadhav,10,Reporting Analyst,2023-05-29,Junior,Chennai,Full-Time
850,Tanvi Mehta,5,IT Support Specialist,2025-02-02,Mid,Chennai,Full-Time
851,Chetan Chavan,9,Research Coordinator,2021-04-02,Senior,Nagpur,Full-Time
852,Sneha Naik,4,Brand Analyst,2022-05-17,Senior,Remote,Full-Time
853,Arjun Patil,9,Market Research Associate,2022-11-29,Mid,Pune,Contract
854,Rahul Yadav,3,FP&A Analyst,2022-05-12,Junior,Remote,Contract
855,Aditi Patil,10,Analytics Consultant,2023-01-15,Senior,Pune,Full-Time
856,Dev Saxena,8,Customer Experience Analyst,2018-06-25,Senior,Remote,Contract
857,Aman Patil,2,L&D Specialist,2024-07-01,Junior,Remote,Full-Time
858,Yash Yadav,5,Systems Analyst,2024-12-07,Junior,Pune,Full-Time
859,Aniket Jain,7,Regional Sales Manager,2021-06-12,Lead,Bengaluru,Contract
860,Sameer Saxena,1,HR Analyst,2019-03-12,Mid,Mumbai,Full-Time
861,Kabir Nair,5,Systems Analyst,2026-04-11,Junior,Chennai,Full-Time
862,Aman Nair,8,Support Analyst,2024-08-26,Junior,Bengaluru,Full-Time
863,Neha Deshmukh,2,L&D Coordinator,2022-02-24,Mid,Bengaluru,Full-Time
864,Anushka Kulkarni,8,Customer Support Executive,2025-02-02,Junior,Remote,Full-Time
865,Zoya Yadav,1,HR Coordinator,2020-01-05,Lead,Delhi NCR,Full-Time
866,Dev Singh,7,Sales Analyst,2023-05-04,Mid,Remote,Full-Time
867,Aditya Kapoor,3,FP&A Analyst,2019-12-16,Senior,Remote,Contract
868,Janhavi Verma,10,Analytics Consultant,2025-01-12,Mid,Pune,Contract
869,Aniket Kapoor,3,Senior Financial Analyst,2019-04-27,Lead,Chennai,Contract
870,Varun Joshi,6,Quality Analyst,2023-03-17,Mid,Pune,Full-Time
871,Pooja Pawar,2,Training Analyst,2019-09-04,Senior,Bengaluru,Full-Time
872,Naina Gupta,1,People Operations Specialist,2022-01-31,Mid,Remote,Full-Time
873,Chetan Kulkarni,2,Learning Program Manager,2018-08-03,Lead,Pune,Full-Time
874,Mihir Jain,6,Supply Chain Analyst,2018-10-18,Lead,Chennai,Full-Time
875,Diya Gokhale,3,Financial Analyst,2025-08-04,Mid,Chennai,Full-Time
876,Deepa Khan,1,HR Analyst,2026-04-10,Junior,Mumbai,Full-Time
877,Avni Joshi,6,Supply Chain Analyst,2018-08-11,Lead,Remote,Full-Time
878,Deepa Yadav,5,Cloud Engineer,2019-07-13,Senior,Delhi NCR,Full-Time
879,Akash Gupta,4,Content Strategist,2018-05-12,Senior,Mumbai,Full-Time
880,Diya Mane,5,Cloud Engineer,2019-12-03,Senior,Bengaluru,Contract
881,Diya Mehta,9,Insights Analyst,2024-06-25,Senior,Remote,Full-Time
882,Mihir Iyer,6,Process Executive,2023-03-11,Mid,Hyderabad,Full-Time
883,Sakshi Singh,5,Cybersecurity Analyst,2020-06-29,Lead,Pune,Full-Time
884,Mihir Gokhale,10,Senior Data Analyst,2018-06-14,Lead,Pune,Full-Time
885,Yash Bajaj,6,Quality Analyst,2023-05-18,Senior,Remote,Full-Time
886,Yash Thakur,3,Finance Executive,2024-04-06,Mid,Hyderabad,Full-Time
887,Ananya Sharma,4,Brand Analyst,2020-09-06,Senior,Delhi NCR,Full-Time
888,Aditi Jain,7,Account Manager,2024-05-25,Mid,Bengaluru,Full-Time
889,Zoya Yadav,3,Financial Analyst,2022-02-26,Mid,Mumbai,Full-Time
890,Ishaan Iyer,9,Research Coordinator,2021-09-25,Mid,Hyderabad,Full-Time
891,Akash Bhosale,7,Sales Analyst,2021-10-07,Mid,Pune,Full-Time
892,Komal Verma,5,Systems Analyst,2023-03-22,Mid,Mumbai,Contract
893,Karan Deshmukh,7,Sales Executive,2020-04-18,Mid,Remote,Contract
894,Rutuja Gokhale,9,Market Research Associate,2025-11-18,Junior,Chennai,Full-Time
895,Isha Patil,9,Research Analyst,2023-08-25,Mid,Chennai,Full-Time
896,Anjali Pawar,5,IT Support Specialist,2023-08-16,Mid,Remote,Contract
897,Aman Joshi,5,Cloud Engineer,2025-07-20,Mid,Mumbai,Full-Time
898,Aman Nair,5,IT Support Specialist,2020-01-03,Senior,Delhi NCR,Full-Time
899,Dev Bhosale,7,Sales Executive,2023-07-26,Mid,Delhi NCR,Full-Time
900,Pooja Verma,10,Analytics Consultant,2024-01-27,Senior,Remote,Full-Time
901,Diya Bajaj,4,Content Strategist,2018-09-15,Mid,Nagpur,Contract
902,Pranav Mishra,4,Brand Analyst,2025-03-31,Mid,Remote,Full-Time
903,Harsh Deshmukh,6,Operations Manager,2021-06-09,Mid,Chennai,Full-Time
904,Ishaan Jain,8,Customer Success Associate,2018-07-13,Mid,Bengaluru,Contract
905,Yash Mane,4,Marketing Manager,2019-12-20,Lead,Bengaluru,Full-Time
906,Rohan Singh,3,Senior Financial Analyst,2018-06-18,Lead,Remote,Full-Time
907,Aditya More,5,Cloud Engineer,2020-04-20,Senior,Chennai,Full-Time
908,Rahul Rao,5,IT Support Specialist,2024-01-21,Senior,Pune,Full-Time
909,Kabir Singh,10,Senior Data Analyst,2019-08-19,Lead,Pune,Contract
910,Ishaan Pawar,10,Reporting Analyst,2021-09-18,Mid,Bengaluru,Contract
911,Anjali Thakur,7,Account Manager,2022-12-16,Mid,Pune,Full-Time
912,Meera Kapoor,7,Sales Analyst,2019-04-24,Senior,Remote,Full-Time
913,Deepa Mishra,1,HR Coordinator,2018-08-14,Senior,Hyderabad,Full-Time
914,Neha More,3,Senior Financial Analyst,2018-12-09,Senior,Mumbai,Contract
915,Sameer Bhosale,5,Software Engineer,2023-07-02,Mid,Chennai,Full-Time
916,Komal Sharma,2,Training Analyst,2022-10-18,Mid,Chennai,Full-Time
917,Ananya Joshi,4,Marketing Manager,2022-12-31,Senior,Remote,Full-Time
918,Mihir Mane,8,Team Lead - Support,2021-03-28,Mid,Nagpur,Full-Time
919,Dev Rao,8,Team Lead - Support,2024-09-15,Junior,Chennai,Full-Time
920,Ananya Sharma,10,Analytics Consultant,2024-08-16,Mid,Delhi NCR,Full-Time
921,Siddharth Jadhav,2,L&D Specialist,2023-03-08,Mid,Hyderabad,Full-Time
922,Aditya Bajaj,8,Team Lead - Support,2021-03-31,Senior,Delhi NCR,Full-Time
923,Aarav Singh,6,Quality Analyst,2023-03-14,Mid,Delhi NCR,Full-Time
924,Mohit Kulkarni,2,Instructional Designer,2025-06-20,Mid,Hyderabad,Full-Time
925,Aman Kapoor,2,Learning Program Manager,2021-02-09,Senior,Chennai,Contract
926,Sneha More,5,Cloud Engineer,2022-11-22,Senior,Mumbai,Full-Time
927,Harsh Kulkarni,6,Operations Analyst,2024-06-14,Junior,Bengaluru,Full-Time
928,Bhavna Patil,5,IT Support Specialist,2025-10-10,Junior,Chennai,Full-Time
929,Ishaan Bhosale,7,Sales Executive,2021-12-29,Junior,Hyderabad,Full-Time
930,Rahul Shah,8,Support Analyst,2024-09-18,Mid,Delhi NCR,Full-Time
931,Rahul Mishra,7,Sales Analyst,2025-09-20,Junior,Bengaluru,Full-Time
932,Pranav Iyer,2,Instructional Designer,2021-02-26,Senior,Bengaluru,Full-Time
933,Deepa Saxena,3,Financial Analyst,2023-08-24,Mid,Nagpur,Full-Time
934,Aditi Pawar,10,Senior Data Analyst,2019-04-23,Lead,Chennai,Full-Time
935,Sameer Bhosale,7,Regional Sales Manager,2019-07-24,Lead,Chennai,Full-Time
936,Anjali Deshmukh,7,Sales Analyst,2018-04-28,Senior,Bengaluru,Full-Time
937,Ananya Iyer,4,Marketing Analyst,2020-05-09,Mid,Mumbai,Full-Time
938,Deepa Nair,8,Customer Support Executive,2026-06-30,Junior,Pune,Full-Time
939,Janhavi More,2,L&D Coordinator,2020-11-02,Mid,Mumbai,Full-Time
940,Deepa Kulkarni,10,Senior Data Analyst,2020-04-21,Senior,Chennai,Full-Time
941,Sakshi Verma,1,People Operations Specialist,2026-05-15,Mid,Bengaluru,Contract
942,Rohan Mehta,8,Customer Support Executive,2024-11-15,Junior,Pune,Contract
943,Bhavna Mane,3,Senior Financial Analyst,2020-02-24,Lead,Pune,Full-Time
944,Pooja Verma,10,Senior Data Analyst,2023-08-28,Senior,Bengaluru,Full-Time
945,Kavya Khan,7,Account Manager,2019-03-16,Mid,Hyderabad,Contract
946,Kabir Nair,3,Finance Executive,2019-04-08,Senior,Mumbai,Contract
947,Riya Thakur,2,L&D Coordinator,2022-01-19,Mid,Mumbai,Full-Time
948,Sameer Thakur,5,IT Support Specialist,2022-04-26,Mid,Remote,Full-Time
949,Naina Joshi,6,Supply Chain Analyst,2021-04-05,Lead,Mumbai,Full-Time
950,Vedant Pawar,10,Data Analyst,2022-02-14,Mid,Nagpur,Full-Time
951,Avni Khan,6,Operations Manager,2025-08-03,Junior,Mumbai,Full-Time
952,Sameer Sethi,1,HR Business Partner,2020-03-26,Senior,Mumbai,Full-Time
953,Siddharth Naik,8,Support Analyst,2026-02-18,Junior,Nagpur,Full-Time
954,Pranav Bhosale,5,IT Support Specialist,2024-10-06,Mid,Bengaluru,Full-Time
955,Diya Yadav,2,Training Analyst,2020-10-23,Senior,Pune,Full-Time
956,Aditi Kulkarni,7,Account Manager,2018-10-07,Senior,Chennai,Full-Time
957,Aman More,4,Brand Analyst,2024-12-27,Junior,Remote,Full-Time
958,Harsh Chavan,4,Content Strategist,2023-08-02,Mid,Pune,Full-Time
959,Kabir Sethi,10,Analytics Consultant,2019-05-03,Senior,Remote,Full-Time
960,Anushka Rao,1,HR Coordinator,2019-12-26,Senior,Bengaluru,Full-Time
961,Pranav Gokhale,5,Software Engineer,2021-07-03,Mid,Remote,Contract
